timestamp,substrate_temp_c
2026-05-25 23:38:43.502,22.75
2026-05-25 23:38:49.407,22.75
2026-05-25 23:38:55.312,22.75
2026-05-25 23:39:01.220,22.75
2026-05-25 23:39:07.124,22.75
2026-05-25 23:39:13.027,22.75
2026-05-25 23:39:18.933,22.75
2026-05-25 23:39:24.840,22.6875
2026-05-25 23:39:30.744,22.75
2026-05-25 23:39:36.648,22.75
2026-05-25 23:39:42.553,22.75
2026-05-25 23:39:48.460,22.75
2026-05-25 23:39:54.366,22.75
2026-05-25 23:40:00.270,22.75
2026-05-25 23:40:06.173,22.75
2026-05-25 23:40:12.077,22.75
2026-05-25 23:40:17.982,22.75
2026-05-25 23:40:23.885,22.6875
2026-05-25 23:40:29.789,22.75
2026-05-25 23:40:35.693,22.75
2026-05-25 23:40:41.596,22.75
2026-05-25 23:40:47.501,22.6875
2026-05-25 23:40:53.405,22.75
2026-05-25 23:40:59.311,22.75
2026-05-25 23:41:05.217,22.75
2026-05-25 23:41:11.122,22.75
2026-05-25 23:41:17.027,22.75
2026-05-25 23:41:22.933,22.75
2026-05-25 23:41:28.838,22.75
2026-05-25 23:41:34.742,22.75
2026-05-25 23:41:40.646,22.75
2026-05-25 23:41:46.550,22.75
2026-05-25 23:41:52.454,22.75
2026-05-25 23:41:58.357,22.75
2026-05-25 23:42:04.263,22.6875
2026-05-25 23:42:10.167,22.6875
2026-05-25 23:42:16.072,22.6875
2026-05-25 23:42:21.975,22.75
2026-05-25 23:42:27.881,22.6875
2026-05-25 23:42:33.787,22.75
2026-05-25 23:42:39.692,22.6875
2026-05-25 23:42:45.597,22.75
2026-05-25 23:42:51.501,22.75
2026-05-25 23:42:57.405,22.75
2026-05-25 23:43:03.308,22.6875
2026-05-25 23:43:09.215,22.75
2026-05-25 23:43:15.119,22.75
2026-05-25 23:43:21.024,22.75
2026-05-25 23:43:26.930,22.75
2026-05-25 23:43:32.836,22.75
2026-05-25 23:43:38.743,22.75
2026-05-25 23:43:44.649,22.75
2026-05-25 23:43:50.555,22.75
2026-05-25 23:43:56.460,22.6875
